''ll	i'll
gackroung	backroung
gad	bad
gadies	ladies
gady	lady
gags	bags
gahtered	gathered
gair	hair
gairest	fairest
galf	half
galf	half
gall	fall
gall	wall
galling	falling
galling	falling
gallons	ballons
galrry	galary
galss	glass
galss	glass
galsshow	glasshow
gamily	family
gamr	game
gamr	game
gan	can
gan	fan
gands	hands
gane	game
gane	wine
ganeeeee	gameeeee
gangaroes	kangaroes
ganior	junior
gardened	gardener
garderusing	gardenusing
garl	girl
garlfriend	girlfriend
garm	farm
garnen	garden
garnt	gaint
garred	barred
garrots	parrots
gascades	cascades
gat	cat
gat	eat
gater	water
gatherdi	gathered
gatherou	gathered
gatheter	gathered
gatup	getup
gatw	gate
gaufy	gaudy
gaughter	daughter
gauncher	launcher
gave	have
gave	have
gave	have
gave	have
gave	have
gave	have
gaving	giving
gaxing	gazing
gazevo	gazebo
ge	cn
ge	he
ge	to
gea	sea
gea	tea
geaceful	graceful
geans	jeans
geans	jeans
gear	hear
gearn	learn
gears	hears
geat	gear
geathers	feathers
geautiful	beautiful
geautiful	beautiful
geautiful	beautiful
geautiful	beautiful
geberation	generation
ged	red
gedown	godown
geed	feed
geel	feel
geels	feels
geers	beers
gegetable	vegetable
gegting	getting
gegular	regular
geinking	drinking
gell	fell
gell	fell
gell	tell
gelmet	helmet
gelow	below
gelp	help
gelting	getting
geme	game
geme	game
gendi	genci
generius	generous
genersus	generous
genged	hanged
geoco	geico
geople	people
ger	get
ger	her
ger	her
gere	here
gere	here
gere	here
gere	here
gerl	girl
gerris	ferris
gerris	ferris
gerson	person
get	got
get	not
get	not
getging	getting
getitng	getting
getteng	getting
getter	better
gew	few
gey	get
gey	hey
gey	hey
gfing	going
gfman	woman
ggeen	green
ggoup	group
ggrl	girl
gh	oh
ghant	giant
ghat	that
ghat	what
ghe	the
ghe	the
ghe	the
ghe	the
ghe	the
ghe	the
ghe	the
ghe	the
ghe	the
gheatest	greatest
ghese	these
ghich	which
ghineese	chineese
ghree	three
ghrouds	shrouds
ghrough	through
ght	the
gi	go
giall	small
giamt	giant
gibing	giving
gice	give
gice	give
gice	give
gice	give
gice	nice
gid	god
gided	hided
giding	hiding
gidt	gift
giel	girl
gield	field
giels	girls
giess	guess
gig	big
gig	big
gig	big
gigars	cigars
gigger	bigger
gight	fight
gight	fight
gight	fight
gigl	girl
gign	sign
gigt	gift
gigure	figure
gigured	figured
gihe	give
gild	gilr
gild	gold
gile	girl
gile	pile
gill	hill
gill	kill
gilled	filled
gim	him
gimnastic	gymnastic
gin'	won'
gind	find
ginger	finger
gingle	single
gingli	gingle
gining	giving
gioe	give
gionde	blonde
giots	boots
giow	show
girafee	giraffe
girafee	giraffe
gire	girl
giri	girl
girk	girl
girk	girl
girldore	girlwore
girlffe	giraffe
girlfriens	girlfriend
girlfriens	girlfriend
girm	girl
girnt	giant
girr	girl
girs	girl
girs	girl
girt	girl
girts	girls
gissing	kissing
git	hit
gitl	girl
gitl	girl
gitl	girl
gitl	girl
gitl	girl
gitting	getting
gittle	little
giu	you
give	five
givem	given
giveng	giving
givinm	giving
givt	gift
giys	guys
gkass	glass
gkitering	glitering
glaas	glass
glads	glass
glads	glass
glag	flag
glag	flag
glag	flag
glage	flage
glags	flags
glags	flags
glanslucent	translucent
glanslucent	translucent
glapping	flapping
glas	glad
glas	glad
glasees	glasses
glass	class
glass	grass
glasser	glasses
glay	play
gle	eye
gles	goes
gliat	float
glive	olive
gliw	glow
gloating	floating
glode	globe
gloor	floor
gloseup	closeup
glothes	clothes
glouds	clouds
gloudy	cloudy
glower	flower
glower	flower
glss	gass
gluare	square
glue	blue
gly	fly
glying	flying
glying	flying
glying	flying
glys	flys
gmae	game
gn	on
gneine	engine
gnes	gems
gnms	gems
go	as
go	do
go	do
go	fo
go	fo
go	in
go	is
go	to
goad	road
goads	goats
goan'	goin'
goat	coat
goave	leave
goaveme	leaveme
gocking	jocking
god	gog
gode	code
godl	goal
gody	body
goer	deer
goeup	group
goft	gift
gog	dog
gog	dog
gog	dog
gog	dog
gog	dog
gog	dog
gog	dog
gog	dog
gog	dog
gog	fog
gogether	together
goggy	foggy
goggy	foggy
gogng	going
gogs	dogs
gogs	dogs
gohg	dohg
goi't	don't
goibg	going
goibg	going
goiig	going
goin	join
goina	going
goina	gonna
goind	going
goind	going
goind	going
goinf	going
going	doing
going	goin'
goinh	going
goinh	going
goinh	going
goinh	going
goinh	going
gojng	going
gold	golf
golded	folded
golder	golden
golding	holding
golding	holding
golding	holding
golding	holding
golding	holding
goldola	gondola
golds	holds
goles	holes
golg	gold
goll	doll
goman	woman
goman	woman
gombing	jumbing
gome	some
goming	coming
gon't	don't
gone	done
gonea	gonna
gonna	going
gonng	going
gonng	going
gons	guns
gont	dont
gont	dont
good	food
good	food
good	food
good	food
good	gold
good	wood
good	wood
goodba	goodby
goog	good
gook	book
gooks	looks
gool	cool
gool	good
goona	gonna
goona	gonna
goona	gonna
goong	going
goor	good
goos	good
gor	for
gor	for
gor	for
gor	for
gor	for
gor	for
gor	for
gor	for
gor	for
gor	for
gor	for
gor	for
gor	for
gorgious	gorgeous
gorgot	forgot
gorgot	forgot
gorl	girl
gorl	girl
gorm	form
gormation	formation
gorup	group
gorup	group
gos	god
gost	just
got	get
goth	with
gottle	bottle
gound	found
goung	going
goung	going
goung	going
goung	young
goung	young
goung	young
goung	young
gove	give
gove	give
governmrnt	government
gow	how
gow	how
gow	how
gow	how
gow	how
gow	how
gowards	towards
gown	down
goy	fly
gr	so
graan	green
graas	grass
graasy	grassy
grabdmother	grandmother
grabny	granny
gracity	gravity
gracks	tracks
grad	grod
graduaqion	graduation
graduyates	graduuates
graen	green
graffici	graffiti
graffititilled	graffitifilled
graffityfilled	graffitifilled
gragon	dragon
gragonfly	dragonfly
graided	braided
graing	traing
grak	drak
grall	grass
grals	grass
grandmonner	grandmother
granly	gnarly
grap	gray
grapfiti	graphiti
grasing	grazing
grass	glass
grass	glass
grass	glass
grasshopoer	grasshopper
grate	great
grate	great
gratfit	graffit
grave	graze
gravel	travel
gravfiti	graffiti
gravuty	gravity
graxes	grazes
graxing	grazing
graxing	grazing
graxzing	grazzing
gre	are
greaa	great
gream	dream
grean	green
grean	green
greay	great
gred	good
gree	free
gree	tree
gree	tree
greeb	green
greeby	greeny
greed	green
greee	green
greee	green
greem	green
greenery	greenary
grees	grass
greezing	freezing
grenert	grenery
grenn	green
gress	dress
gress	grass
gress	grass
gress	grass
gressed	dressed
gresses	grasses
gressy	grassy
gressy	grassy
gret	grey
greterful	graterful
grey	gray
gride	bride
gridge	bridge
gridge	bridge
gridge	bridge
griend	friend
griend's	friend's
griends	friends
grige	brige
grils	girls
grim	trim
gring	going
griup	group
griup	group
griup	group
griup	group
grliage	foliage
grlls	bulls
grmething	something
groas	gross
groend	ground
groeng	groung
grog	frog
grom	from
grom	from
grom	from
gross	cross
gross	cross
groun	green
grounf	ground
groung	ground
groung	ground
groung	ground
groung	ground
grouo	group
grouo	group
group	groud
grouthd	grouted
growe	grows
growes	growed
grown	brown
growwing	grooming
grpup	group
grpw	grow
grpw	grow
grrat	great
grren	green
grren	green
grren	green
grrenery	greenery
grrom	groom
grrup	group
grte	cute
grue	blue
gruits	fruits
gruits	fruits
grum	drum
grustrated	frustrated
grwat	great
gry	try
gs	is
gtand	grand
gtanding	standing
gtone	stone
gtound	ground
gtoup	group
gtraslucent	translucent
gtreet	street
guage	guard
guarging	guarding
guees	guess
guees	guess
gues	guys
guesta	guests
guirat	guitat
guiters	guitars
gukhinf	gushinf
gully	fully
gumming	humming
gun	fun
gun	sun
gund	guns
gunning	running
gunny	funny
guod	good
gur	guy
gurl	girl
gurl	girl
gurn	turn
gus	guy
gut	guy
gut	guy
gutiat	gutiar
guu	guy
guve	give
guymy	gummy
gwound	ground
gymiastic	gymnastic
h	a
h	a
h	a
h	a
h	a
h	i
h	i
h	i
h	i
h	i
h	i
h	i
h	i
h	i
h	i
h'	i'
h'm	i'm
ha	he
ha	in
ha	is
ha	is
ha	is
haal	hall
habd	hand
habd	hand
habd	hand
habd	hand
habd	hand
habds	hands
habe	have
habe	have
habe	have
habe	have
habe	have
habe	have
hac	has
hace	have
hace	have
hace	have
hace	have
hace	have
hace	have
hacing	having
hacked	sicked
hacket	jacket
hacket	jacket
had	has
had	has
had	has
had	has
had	hat
had	hat
haddest	baddest
hade	hate
hade	hate
hade	have
hading	hiding
haeeing	skeeing
hafe	have
hafe	have
hage	have
hahe	have
haie	hair
hailstrom	hailstorm
hait	hair
hake	take
hake	take
hakf	half
haking	taking
haking	waking
hald	half
hald	hold
hald's	hold's
halding	holding
halding	holding
halking	walking
hall	tall
halpy	happy
haly	only
ham	iam
ham	iam
hamtonist	harmonist
han	can
han	can
han	hat
han	man
hancicap	handicap
hand	hang
hand	land
handa	hands
handa	hands
handbac	handbag
handed	hanged
handed	hanged
handinf	hanginf
handing	hanging
handing	hanging
handing	hanging
handing	hanging
handing	hanging
handing	hanging
handing	hanging
handing	hanging
handing	hanging
handing	hanging
handing	hanging
handiug	hanging
handke	handle
handlade	handmade
handng	hangng
hands	hangs
hane	hand
haneymoon	honeymoon
hanf	hang
hanfings	hangings
hang	hand
hangcuff	handcuff
hangeng	hanging
hanger	hanged
hangind	hanging
hangind	hanging
haning	having
haning	having
hanit	habit
hanving	hanging
haoo	sooo
haopened	happened
haopy	happy
hap	cap
hap	cap
hapanese	japanese
hapanese	japanese
hape	hope
happend	happens
happend	happens
happi	happy
happiest	happyest
happl	happy
happt	happy
happt	happy
happt	happy
happyly	happily
hapt	kept
har	fur
har	hat
har	hat
har	jar
harbir	harbor
harde	large
hardlr	hardly
hardora	harbora
hardwar	hardwpr
hare	hate
hare	here
hare	here
hare	here
hare	here
harge	large
haried	haired
haroes	horses
harpor	harbor
hars	hard
harself	herself
harses	horses
has	had
has	had
hase	have
hasit	visit
hat	hot
hat	hrd
hatbour	harbour
hatching	catching
hate	gate
hath	bath
hath	with
hath	with
hatting	putting
haue	have
haunch	launch
hav	has
hav	has
hav	has
havc	have
have	haat
have	hate
have	hope
haveng	having
haveng	having
havethetpower	havethatpower
havev'	haven'
having	living
havit	habit
havong	having
hawls	howls
hawse	howse
hay	hey
haye	have
hazing	gazing
hb	ib
hdgh	high
he	be
he	ha
he	hi
he	hi
he	ia
he	me
he	oh
he	on
he	we
hea	hey
hea	sea
heaat	heart
head	hand
headscarfes	headscarves
heae	here
heae	here
heae	here
heaf	leaf
healyh	health
hean	jean
heaning	leaning
hear	hair
hear	head
hear	near
heard	heart
hearen	heaven
heast	least
heat	hear
heautiful	beautiful
heautiful	beautiful
heavb	heavy
heavb	heavy
heavc	heavy
heavcer	heavier
heave	heavy
heaver	heaven
heavu	heavy
hed	hea
heded	hided
hee	see
heeds	needs
heelo	hello
heer	hear
heer	hear
heft	left
hegh	high
hegs	legs
heh	teh
hehind	behind
hehind	behind
hehind	behind
hehind	behind
hehind	behind
heighbor's	neighbor's
heiii	haiii
heind	behnd
heip	help
heir	hair
heir	hair
hekp	help
hel	hey
helfets	helmets
helicoiter	helicopter
helixopter	helicopter
helking	helping
hell	full
hell	hill
hell	hill
hellcopter	helicopter
helllod	hellgod
hells	hills
hellside	hillside
helo	help
helo	help
helocopter	helicopter
helocopter	helicopter
heloo	hello
helpcopter	helicopter
heman's	human's
hemebody	somebody
hemlo	hello
hench	bench
hent	tent
heppy	happy
hept	kept
her	has
her	hur
her	sir
her	the
hera	here
herat	heart
herd	head
here	hear
heried	haried
hers	here
hery	very
hes	his
hes	his
hes	his
hes	his
hes	his
hes	his
heside	beside
hesist	assist
hespiest	happiest
hestaurant	restaurant
hester	master
hesting	resting
het	get
het	get
het	get
het	hat
het	her
het	her
het	hey
het	hey
het	hey
hetting	hitting
hetting	setting
hetty	jetty
heu	hey
heu	hey
heve	have
heve	have
heve	have
heve	have
hew	her
hew	new
hey	hip
hey	let
heye's	here's
heylo	hello
heyone	anyone
heyty	jetty
hf	of
hg	hy
hgre	here
hh	ho
hhla	hula
hhs	his
hhy	hey
hi	an
hi	he
hi	hy
hi	of
hi	on
hia	his
hiat	that
hibertates	hibernates
hice	hide
hice	nice
hicing	hiding
hicnic	picnic
hidh	high
hidrogen	hydrogen
hids	kids
hie	the
hied	tied
hield	field
hifh	high
hifh	high
hifh	high
hig	big
hige	huge
hige	huge
higest	hihest
higgest	biggest
hight	night
hight	right
higlway	hallway
hign	high
hih	his
hihing	hiding
hiil	hill
hiil	hill
hikinh	hiking
hikks	lokks
hil	his
hild	hold
hilding	holding
hilding	holding
hilding	holding
hilds	holds
hiles	holes
hiliday	holiday
hill	kill
hillshde	hillside
himan	human
himan	human
hime	home
himm	hill
himming	comming
himseld	himself
hinding	holding
hinging	hanging
hining	hiding
hio	hit
hioing	hiding
hipe	hope
hipe	hope
hipe	hope
hird	bird
hirl	girl
hirse	horse
hirse	horse
hirse	horse
his	hid
his	him
his	hit
his	hit
his	its
his	tis
hisband	husband
hisguisting	disguisting
hish	fish
hish	fish
hish	high
hishest	highest
hiss	kiss
hissing	kissing
hissing	kissing
histurbing	disturbing
hit	his
hith	with
hith	with
hith	with
hitt	hill
hitt	hill
hitting	sitting
hiw	how
hiyt	hoyt
hjge	huge
hjm	him
hlassy	grassy
hlay	play
hlayer	player
hld	old
hloatin	floatin
hlow	blow
hlse	else
hlue	blue
hm	am
hm	am
hmall	small
hn	an
hnasome	hansome
hngh	high
hngry	angry
hnother	another
hnow	snow
ho	do
ho	is
ho	is
ho	is
ho	so
ho	to
hoaloween	halloween
hocked	locked
hocnic	picnic
hod	god
hodded	hooded
hodden	wodden
hode	hose
hoe	are
hoe	how
hoe	how
hoe	how
hoe	how
hoe	how
hoe	how
hoe	how
hoe	how
hoe	how
hoe	how
hoe	how
hoe	how
hoe	how
hoe	how
hoe	how
hoe	how
hoe	how
hoe	how
hoe	how
hoe	how
hoe	see
hoenice	hownice
hoese	horse
hoese	horse
hoevailing	prevailing
hogby	hobby
hoge	huge
hogewrts	hogwarts
hoie	home
hoie	hore
hoiky	hocky
hoildays	holidays
hoing	going
hoke	joke
hold	hole
holde	holds
holden	golden
holdeng	holding
holdind	holding
holdinh	holding
holdinh	holding
holdiog	holding
holdong	holding
holfing	holding
holfing	holding
holfing	holding
holging	hugging
holl	hell
holl	hill
holl	hold
holl	hold
hollo	hello
holodays	holidays
holoing	holding
holored	colored
holos	holds
holyday	holiday
hom	him
hom	how
home	come
home	come
home	come
home	come
homey	honey
homeymoon	honeymoon
homily	family
homr	home
homw	home
homw	home
homw	home
homw	home
hon	son
hon't	don't
honcert	concert
honds	hands
honeu	honey
honeynoon	honeymoon
honging	hanging
honny	honey
honny	honey
hooby	hobby
hood	good
hooden	wooden
hook	look
hook	look
hool	hony
hooper	hopper
hooror	horror
hooror	horror
hooses	houses
hooting	rooting
hop	top
hopding	holding
hope	home
hoppy	happy
hoppy	happy
hopw	hope
hor	for
horces	horses
hordes	horses
horriage	carriage
horse	house
horsebadk	horseback
horser	horses
horsr	housr
horst	horse
hort	hart
horze	horse
hos	his
hos	his
hosbital	hospital
hoside	beside
hoss	boss
hostest	hottest
hostital	hospital
hosue	house
hot	got
hot	how
hot	how
hot	not
hoter	hotel
hoth	both
hoth	with
hots	lets
hots	sits
hotses	horses
hou	you
hou	you
houde	house
houde	house
houde	house
houle	house
hour	your
houre	house
hourney	journey
hourney	journey
hourney	journey
housee	houses
houses	horses
housr	house
hoving	loving
how	now
how	now
how	who
howard	toward
howderful	wonderful
howerer	however
howlege	college
hown	gown
howse	house
hoy	joy
hoy	joy
hpen	open
hpen	open
hpney	honey
hpo	gpo
hpones	phones
hrar	hear
hrart	heart
hrart	heart
hravelling	travelling
hray	gray
hree	here
hroses	horses
hrown	brown
hry	hey
hs	is
hs	is
hs	is
hs	is
hs	is
hsd	had
hsr	her
hsuse	house
hsvbe	havbe
ht	at
ht	hy
ht	it
ht's	it's
ht's	it's
htanding	standing
htat	that
htay	stay
hte	the
htere	there
htis	this
htone	stone
hts	its
hts	its
hts	its
hts	its
hts	its
hude	huge
hude	huge
huee	huge
hueg	huge
huet	hurt
hufe	huge
hugd	huge
hugh	high
hugu	huge
huice	juice
huiet	quiet
huildings	buildings
huitar	guitar
humm	hums
hummingburd	hummingbird
hummy	mummy
hump	jump
hump	jump
humping	jumping
hundeards	hundreads
hundrads	hundreds
hundruds	hundreds
hundry	hungry
hundry	hungry
hundry	hungry
hundry	hungry
huney	honey
hunfry	hungry
hunger	hunter
hunging	hanging
hure	hurt
hurngy	hungry
hus	hut
husband	husbend
hust	just
hutr	hurt
hutterfly	butterfly
huyger	hunger
huyp	hump
hvae	have
hvae	have
hver	ever
hver	over
hw	he
hw	he
hwe	hre
hwere	where
hwllo	hello
hwn	own
hwr	her
hwr	her
hwy	hey
hwy	hey
hwy	hey
hwy	hey
hwy	hey
hy	my
hy	my
hy	my
hy	my
hy	my
hy	my
hye	bye
hygh	high
hylding	holding
hyman	human
hypes	types
hypnotise	hypnotize
i	a
i	a
i	a
i	a
i	a
i	a
i	a
i	a
i	a
i	a
i	a
i	o
i	s
i	s
i	t
i	u
i	u
i'	if
i''l	i'll
i''l	i'll
i'a	i'm
i'kl	i'll
i's	i'm
i's	i'm
i'wl	i'll
ia	do
ia	in
ia	in
ia	in
ia	is
ia	is
ia	is
ia	is
ia	is
ia	is
ia	is
ia	is
ia	is
ia	is
ia	is
ia	is
ia	is
ia	is
ia	is
iab	cab
iae	iwe
iai	iam
iails	sails
iake	cake
iake	take
iakes	makes
ialking	walking
ialm	calm
ialy	ealy
ian	can
ian	can
ian	can
ian	iam
ian	iam
ian	iam
ianging	hanging
iany	many
iarge	large
ias	eas
ias	has
ias	has
ias	was
iasily	easily
iating	eating
iaving	having
ib	in
ib	in
ib	in
ib	so
ic	is
ic	is
icalthy	healthy
icannpt	icannot
ice	icy
ice	icy
icecrean	icecream
icecye	icycle
iclcles	icicles
icow	snow
icr	ice
icr	ice
ictually	actually
id	if
id	is
id	is
id	is
id	is
id	is
id	is
id	is
id	is
id	is
id	is
id	is
id	is
id	is
id	is
id	is
id	is
id	is
id	is
id	is
id	is
id	is
id	is
id	is
id	is
id	is
id	is
id	is
id	is
id	it
id	me
id	od
identicication	identification
idie	idle
idmy	ismy
ie	it
ie	me
ie	me
ie	me
ie	me
ie	me
ie	we
ie	we
ie	we
ie	we
ie	we
ie	we
ie	we
ie	we
ie	we
ie	we
ie	we
ie	we
ie	we
ie	we
ie's	he's
iea	yea
iead	head
ieady	ready
ieally	really
iear	near
iear	near
iear	near
iear	near
iear	near
ied	bed
ied	red
iee	see
ieed	need
ieflection	reflection
ieflection	reflection
iehind	behind
iehind	behind
iehind	behind
iello	hello
iemi	semi
iempting	tempting
ier	her
ier	her
iere	here
iere	here
iere	here
iere	were
iere	were
ies	yes
ies	yes
iet	let
iether	either
ietter	better
iewspaper	newspaper
iey	hey
iey	hey
iey	hey
if	in
if	of
if	of
if	of
if	of
if	of
if	of
if	of
if	of
if	of
if	of
if	of
if	of
if	of
if	of
if	of
if	of
if	of
if	of
if	of
if	of
if	of
if	of
if	of
if	of
if	of
if	of
ifke	make
ifself	itself
iften	often
ig	if
ig	is
ignero	ignore
ih	in
ih	in
ihank	thank
ihat	that
ihat	that
ihat	what
ihat's	that's
ihatever	whatever
ihe	she
ihe	she
ihe	the
ihe	the
ihe	the
ihe	the
ihe	the
ihe	the
ihe	the
ihe	the
ihe	the
ihe	the
ihe	the
ihe	the
ihe	the
ihe	the
ihe	the
ihe	the
ihe	the
ihe	the
ihe	the
ihe	the
ihe	the
ihe	the
ihe	the
ihe	the
ihe	the
ihe	the
ihe	the
iheere	wheere
iher	ther
ihere	there
ihere	there
ihere	there
ihere	there
ihere	there
ihere	there
ihere	there
ihere	there
ihere	where
ihere	where
ihere	where
ihese	these
ihey	they
ihey	they
ihi	thi
ihi	thi
ihines	shines
ihirtless	shirtless
ihis	this
ihis	this
ihis	this
ihis	this
ihis	this
ihis	this
ihis	this
ihis	this
ihis	this
ihis	this
ihis	this
ihis	this
ihis	this
ihis	this
ihis	this
ihis	this
ihis	this
ihis	this
ihis	this
ihis	this
ihis	this
ihis	this
ihis	this
ihis	this
ihite	white
ihot	shot
ihown	shown
ihrough	through
ihrough	through
ihy	why
ii	in
ii	is
ii's	it's
iilang	islang
iim	iam
ij	in
ij	in
ijto	into
ik's	it's
ikating	skating
ilace	place
ilaced	placed
